time,ym,indmc,proddome,prodabroad,prodability,prodoper,prod,uib,uibmoney,numD,numDfull,numDpart,numE,numEfull,numEpart,matched,matchedfull,matchedpart,hire,hirefull,hirepart,EXIT,EXITfull,EXITpart,left,leftfull,leftpart,hour,hourfull,hourpart,wage_tot,wage_totfull,wage_totpart,E9
2012. 03,626,29,108.547,109.635,96.267,122.553,107.816,,,370506,355039,15467,3804,3804,0,14996,9158,5839,14527,8689,5839,13356,8776,4580,9762,7629,2133,192.6,193.8,158.8,2701487,2743119,1573826,
2012. 04,627,29,110.577,110.417,97.396,123.308,110.767,,,370224,355664,14560,4966,4669,297,13721,7682,6039,13645,7606,6039,14003,8406,5597,8031,6607,1424,188.9,189.7,166.7,2780129,2823182,1633582,
2012. 05,628,29,108.44,115.451,97.656,125.518,111.987,,,372594,358686,13908,5104,4882,222,15359,8563,6797,14755,7958,6797,12989,8918,4072,8244,7736,508,193.6,194.6,169.7,2746145,2789056,1654067,
2012. 06,629,29,107.372,109.375,97.917,117.018,105.748,,,371168,357912,13256,5585,5429,156,11547,7284,4263,11451,7188,4263,12973,8885,4087,8559,7371,1188,189.1,189.7,171.6,2802352,2843231,1709701,
2012. 07,630,29,111.111,114.236,98.177,117.667,110.549,,,373118,359781,13337,4211,4211,0,13577,7187,6390,13411,7021,6390,11627,6617,5010,5859,4569,1290,194.1,195.3,164.3,3015218,3071653,1627318,
2012. 08,631,29,106.303,107.639,98.785,115.728,106.088,,,375351,361123,14228,4226,3769,457,12448,6727,5720,12310,6590,5720,10215,6417,3798,6565,5659,905,182,182.5,167.8,2954196,2998531,1806641,
2012. 09,632,29,101.068,112.326,98.872,117.432,105.453,,,376000,361769,14231,5511,5260,251,11582,5940,5642,11483,5841,5642,10933,6286,4647,7102,5673,1429,181.9,183.4,148,3095683,3163552,1573932,
2012. 10,633,29,100,105.99,99.219,113.242,103.958,,,377479,364437,13042,4695,4695,0,11353,7366,3987,10409,6421,3987,9874,6197,3677,6706,5709,997,185.6,186.8,154.6,2764793,2806201,1680842,
2012. 11,634,29,97.756,95.139,98.872,108.714,100.208,,,379394,366251,13143,4264,4264,0,10205,6169,4036,9965,5930,4036,8290,5606,2684,5528,5012,516,194.4,195.7,163.3,2710574,2752340,1667202,
2012. 12,635,29,97.543,93.403,99.74,105.214,96.484,,,378225,364940,13285,4583,4358,225,10567,5493,5074,10163,5089,5074,11736,7866,3870,6505,5461,1044,176.4,176.9,162.3,3364114,3429691,1527730,
2013. 01,636,29,99.359,94.618,101.215,113.091,98.674,,,377978,363588,14389,5193,4829,364,10169,8034,2135,9102,6968,2135,10416,6983,3433,5973,5160,813,193.5,194.2,174.4,2947053,2995771,1668979,
2013. 02,637,29,98.504,90.625,100.694,110.189,98.908,,,376441,362416,14025,4890,4718,172,10646,6811,3834,9964,6183,3781,12183,8404,3778,8032,6285,1747,167,167.8,145.1,3267840,3333530,1554248,
2013. 03,638,29,100.107,107.292,101.042,113.099,102.577,,,381598,367099,14498,5473,5148,325,14563,11184,3379,13553,10174,3379,9406,6503,2903,6887,5676,1212,181.7,182.4,162.6,2867438,2913878,1609227,
2013. 04,639,29,100.855,110.417,100.694,115.992,104.017,,,383660,367842,15818,5738,5592,147,14991,9635,5356,14662,9306,5356,12928,9068,3860,8017,6854,1163,195.5,196.3,175.2,2946035,2991655,1772725,
2013. 05,640,29,97.436,111.632,100.955,114.793,103.268,,,384029,369275,14744,6353,5975,379,12158,8717,3441,11841,8400,3441,11799,7279,4520,8143,6650,1493,191.3,192.2,168.9,2899206,2944585,1722463,
2013. 06,641,29,104.06,111.719,101.649,115.272,107.592,,,385851,371652,14192,5730,5643,87,13201,9684,3517,12657,9139,3517,11376,8024,3352,8692,7519,1174,176.1,176.7,160.9,2939412,2981035,1708415,
2013. 07,642,29,101.709,104.688,101.91,108.188,104.171,,,387029,372375,14654,5842,5842,0,12481,9230,3252,12315,9064,3252,11296,8559,2737,8926,7920,1006,194.6,195.8,161.5,3227826,3282137,1665716,
2013. 08,643,29,98.504,103.733,101.91,104.916,100.603,,,386824,373188,13636,5703,5652,51,9660,7740,1920,9505,7585,1920,9865,7156,2710,6760,5616,1144,176.9,177.5,159.4,3042719,3089139,1656189,
2013. 09,644,29,95.406,102.344,102.257,104.168,101.088,,,386752,373829,12924,5402,5018,384,8637,6170,2468,8459,5991,2468,8709,6193,2516,6552,5718,835,162.8,163.3,144.6,3291579,3336919,1627133,
2013. 10,645,29,98.077,98.611,102.344,102.493,101.296,,,386619,374466,12153,5154,4937,217,10143,8226,1917,10062,8145,1917,10277,7210,3066,6838,5437,1401,188.5,189,166.4,2952301,2983674,1698199,
2013. 11,646,29,95.513,104.427,101.997,102.449,102.571,,,389666,375185,14481,7338,7298,41,12015,8857,3158,11778,8620,3158,8969,7368,1601,7307,6626,681,188.4,189.7,155.7,2815370,2861253,1700730,
2013. 12,647,29,101.282,108.16,102.431,100.644,104.482,,,391405,376054,15351,7946,7338,608,11621,7349,4273,11460,7187,4273,9882,6816,3066,7236,5410,1827,188.4,190.7,130.3,3486976,3564080,1530869,
2014. 01,648,29,97.222,105.469,100.608,104.615,102.677,7771,8112586600,390621,377650,12971,7410,6987,423,15012,9766,5246,13034,7837,5198,15796,9812,5984,5771,5272,499,182,183.6,133.2,3619296,3685229,1637809,15528
2014. 02,649,29,98.932,102.257,99.826,106.082,103.805,7619,7328780350,389857,377673,12185,8031,7375,657,12135,7157,4978,11733,6755,4978,12899,9332,3566,9978,8024,1954,180.4,182.3,135.9,2903155,2957975,1606022,15612
2014. 03,650,29,96.795,106.424,100.174,105.678,99.164,7574,7295042630,391427,378782,12638,8936,8627,309,14631,8561,6070,14543,8476,6067,13068,9605,3463,9155,7980,1174,192.7,195.3,131.2,2992037,3055719,1487632,15691
2014. 04,651,29,97.009,107.205,99.913,109.741,102.047,7773,8087376160,393481,381166,12305,8246,7891,355,17157,9209,7947,17000,9060,7940,15106,9044,6063,9194,8257,937,197.8,201.5,114.7,3077480,3161377,1159108,15951
2014. 05,652,29,100.427,114.497,101.042,108.696,103.388,7519,7721554100,393305,379771,13524,9650,8962,688,11844,6825,5019,11558,6565,4993,12019,10361,1658,10216,8791,1425,181.5,182.9,143.3,3027545,3083647,1522456,16318
2014. 06,653,29,96.688,103.646,101.128,107.601,101.44,7560,7448115780,396795,381754,15030,8667,8664,3,15704,9323,6382,15182,8800,6382,12215,9510,2705,8894,8245,649,182.2,183.9,145.5,3148720,3224610,1465524,16302
2014. 07,654,29,99.038,107.118,101.042,107.465,103.002,8128,8331458820,400811,383703,17105,7213,7144,69,15162,8780,6382,15068,8699,6369,11138,8855,2283,9603,8009,1594,200.3,202.5,152.5,3353158,3430110,1707164,16421
2014. 08,655,29,95.94,104.774,100.955,104.58,99.694,7890,7747779730,400825,384109,16713,7906,7435,471,11420,6509,4911,11074,6163,4911,11406,8316,3091,9340,7343,1997,170.9,173.6,109.8,3312968,3395109,1464140,16908
2014. 09,656,29,100.855,107.378,100.955,108.105,106.098,7973,8152722940,403787,384305,19480,6678,5950,727,16159,8479,7679,16073,8394,7679,13195,9464,3732,9242,6962,2280,173.9,176.4,101.4,3527278,3594767,1579706,17029
2014. 10,657,29,98.718,108.247,101.215,107.833,105.579,8199,8144472620,405470,386638,18831,7178,7076,102,17373,10711,6661,17207,10546,6661,15688,10487,5201,7856,6857,998,188.6,191.3,125,3146695,3206846,1746093,17057
2014. 11,658,29,105.662,105.382,101.128,103.623,105.485,8138,7135824410,409336,390321,19014,7962,7316,646,15603,7755,7848,15380,7588,7791,11737,6215,5522,7525,5834,1691,182,184.1,133.2,3060780,3115677,1789380,17387
2014. 12,659,29,104.915,116.059,102.083,109.353,109.261,8012,7475779480,408752,391594,17158,7392,6706,686,11523,6870,4653,10905,6252,4653,12106,8061,4045,7468,6318,1150,194,196,147.5,3963111,4057874,1756877,17715
2015. 01,660,29,96.8,98.8,99.6,101.1,100.3,8459,8604034780,409197,392702,16495,7136,6343,793,14155,9712,4443,13343,8900,4443,13710,8887,4822,8997,7271,1726,187.7,189.4,140.2,3396325,3453165,1791879,17939
2015. 02,661,29,101.4,102.8,98.7,104.2,102.8,8032,7449971760,410654,392209,18445,7577,6907,671,11610,7130,4481,10868,6389,4479,10153,7922,2231,7203,6424,780,158.6,159.3,135.3,3643485,3703902,1567594,18068
2015. 03,662,29,101.9,100.9,99.2,102.5,101.7,8605,8941221040,411832,391519,20314,6695,6619,75,16042,10449,5593,15357,9771,5585,14864,11439,3425,9935,8271,1664,194.8,196.4,148.3,3212543,3263082,1707719,18005
2015. 04,663,29,101.4,99,99.3,101.7,100.7,8794,9110770950,408161,392160,16002,7483,7373,110,12128,9405,2723,11022,8300,2721,15799,9081,6718,8725,7493,1232,195.4,197.1,142.4,3254094,3305400,1663285,17922
2015. 05,664,29,97.5,98.4,99.6,98.2,96.2,8315,8412760340,409226,392500,16726,7351,7309,42,13318,8019,5300,13027,7727,5300,12254,7845,4409,8587,7032,1555,171.8,172.6,142.2,3100247,3138564,1754432,18004
2015. 06,665,29,98.9,104.5,99.8,104,101.7,8850,9188787400,411836,394754,17081,7385,7275,110,15275,9911,5364,14947,9583,5364,12666,8454,4212,7901,6856,1045,195.2,197.3,129.9,3221743,3275866,1508082,18017
2015. 07,666,29,100.7,99.8,100,98.1,99.1,9261,9949492660,411733,394064,17670,6923,6870,53,12450,7064,5387,12240,6853,5387,12552,7983,4569,9226,7157,2070,201.2,203.5,139.6,3468833,3538126,1580726,18074
2015. 08,667,29,106.6,102.6,100.7,101.6,103.1,9053,9470173250,410570,392264,18306,8140,8033,107,11421,6750,4672,11350,6679,4672,12585,8856,3729,8879,7641,1239,170.7,174.2,90.6,3248366,3331822,1307727,17798
2015. 09,668,29,98.7,104.7,100.5,98.3,101.1,9265,9723470350,410613,392955,17657,8737,8695,42,11880,7602,4277,11609,7332,4277,11837,7173,4664,5808,4975,833,176.7,179.4,114.8,3672164,3764065,1591959,17776
2015. 10,669,29,100.8,94.9,99.8,93,97.3,9407,10610742370,411912,397743,14169,7976,7715,261,12256,9593,2663,11641,8978,2663,10957,7693,3264,7004,6575,429,186.7,188.9,131.9,3198496,3250809,1843885,17922
2015. 11,670,29,99.3,96.4,101.6,97.8,98.6,9339,9720112260,412397,399574,12823,6861,6596,265,12111,9447,2663,11935,9272,2663,11625,7934,3692,7986,7281,705,186.9,189,135.5,3106293,3156742,1871538,17845
2015. 12,671,29,98,97,101.1,99.5,97.5,9325,9937957650,411232,398397,12835,6745,6345,400,11583,8004,3579,11037,7460,3577,12748,9192,3556,6902,6500,403,190.1,192.4,131.3,3965921,4052210,1796400,17849
2016. 01,672,29,89.7,99.3,101.3,94.7,95.4,10442,10985461750,410441,397652,12788,6360,6048,312,11696,7549,4147,11158,7013,4146,12487,9511,2976,8102,7416,686,179.4,181.6,117.8,3385487,3447900,1656860,17638
2016. 02,673,29,91.9,102.6,100.7,97.5,96.2,10505,11395471330,408678,397057,11621,6188,5874,314,8719,5060,3659,8252,4593,3659,10481,7401,3080,7265,5895,1370,162.2,163.3,122.6,3655837,3716567,1585674,17293
2016. 03,674,29,96.9,99.6,100.5,96.8,96.7,10950,12129400440,407055,395567,11488,8883,7911,972,10786,7167,3619,10498,6879,3619,12409,10034,2375,8506,7972,533,194,196.7,117.4,3239790,3303607,1468849,17009
2016. 04,675,29,94.5,96.2,101,94.9,95.1,10674,11593014250,408991,397957,11034,7690,6883,807,11954,8813,3141,11438,8297,3141,10018,8090,1929,7140,6302,838,186.5,187.7,140.1,3373962,3411977,1878521,17143
2016. 05,676,29,100.8,97.6,101.2,99.8,98.8,10684,12006937090,409456,398634,10822,6724,6216,508,9979,6499,3480,9378,5899,3480,9514,7516,1997,7330,6245,1086,185.8,186.9,141.3,3210105,3251564,1502356,17249
2016. 06,677,29,100.8,97.4,99.9,95,97.5,10521,11867423510,410919,398224,12695,5377,4963,414,10765,6120,4645,10702,6057,4645,9302,7760,1542,7614,6904,710,188.3,189.7,129.5,3319623,3364750,1400743,17480
2016. 07,678,29,102.4,98.9,100.1,100.9,101.4,10516,11509680680,412367,399542,12790,5777,5107,669,10998,7544,3453,10786,7332,3453,9585,7583,2002,6047,5137,911,188.8,190.6,121,3427464,3481900,1334422,17592
2016. 08,679,29,108.5,93.5,100.2,95.2,100.4,10479,12481962310,410330,400704,9591,6972,6848,124,7940,4611,3329,7496,4167,3329,9976,7199,2777,6767,6346,421,178.2,179.4,120.7,3310287,3344707,1720795,17895
2016. 09,680,29,106.4,101.6,101.1,92.9,102.4,9940,11669205270,410665,400713,9917,7568,6780,788,12166,7815,4352,11656,7304,4352,11832,8817,3015,7146,6388,758,167,168.2,113.1,3683183,3730508,1612135,18103
2016. 10,681,29,110.4,102.5,99.9,96,107.1,9222,10267121350,414123,401467,12620,8719,8366,353,15811,9408,6403,15504,9101,6403,12355,9606,2749,7954,7686,269,180.4,181.9,126.7,3320966,3361355,1865971,18374
2016. 11,682,29,114.7,105.6,100.7,101,110.3,9157,10521957960,416984,404076,12871,6127,5773,353,13074,8489,4586,12105,7520,4586,10213,6991,3222,6489,6202,288,192.1,193.4,134.4,3219556,3251662,1755513,18525
2016. 12,683,29,113.6,106.6,101.3,94.5,111.2,8626,9785560160,417797,404698,13063,6073,5840,233,13290,6390,6900,12920,6056,6863,12476,8307,4170,7162,6664,498,191,192.5,129.6,3893508,3941908,1936861,18608
2017. 01,684,29,111.6,109.9,101.1,99.7,112.5,8791,9861092540,417386,409614,7772,8623,8085,538,9438,6910,2528,9254,6726,2528,9812,7849,1963,6950,6549,400,177.7,179.2,136.9,4312352,4374602,2715623,18061
2017. 02,685,29,113.9,110.7,99.3,98,112,8851,10112910700,414763,409085,5678,10595,10551,44,12704,9760,2944,12551,9607,2944,15328,11581,3747,10254,9394,860,179.9,180.5,142,3528154,3548819,2266163,17636
2017. 03,686,29,114.7,113.1,99,101.7,113.6,8944,10686114180,417629,411732,5897,10873,10520,353,14651,8488,6163,14176,8014,6162,11785,7916,3869,6853,6740,113,195.6,198.3,112.5,3370201,3421772,1772301,17395
2017. 04,687,29,115.3,119.9,99.8,99.5,116,8509,9798986750,416926,411729,5197,7806,7622,184,12281,8673,3608,12004,8396,3608,12983,9376,3608,6844,6565,279,182.1,184.5,101.4,3444737,3497410,1689558,17588
2017. 05,688,29,123.8,114.8,99.7,100.4,117.6,8559,10756488150,416749,410288,6460,7832,7682,151,9603,6547,3055,9433,6377,3055,9780,8943,837,8175,8057,118,178.7,180.5,107.5,3269694,3305386,1801695,17694
2017. 06,689,29,121,117.4,100.5,104.7,120.9,8555,10342361300,418407,411758,6649,8588,8136,452,11549,7629,3920,11446,7526,3920,9891,7775,2116,6777,6389,388,190.4,192.2,109.2,3405333,3446443,1633786,17881
2017. 07,690,29,119.8,114.5,99.9,105.4,118.3,8637,10029351290,418167,413194,4973,7700,7220,480,11824,8921,2903,11745,8841,2903,12064,8815,3250,7997,7469,528,187.9,189.1,121.8,3541293,3572304,1814840,18094
2017. 08,691,29,120.8,113.5,100.4,106.1,116.9,8947,11659214850,419777,414232,5546,5704,5372,332,11388,7392,3995,11359,7364,3995,9777,7621,2156,7223,7024,198,186,188.3,74,3260149,3308940,948811,18026
2017. 09,692,29,113.3,113.5,100.4,103.8,116.1,9036,12062973000,425507,419717,5790,5053,5012,41,15281,11806,3475,14878,11402,3475,9552,7827,1725,5792,5659,134,189.4,191,87.6,3835417,3873619,1268765,18211
2017. 10,693,29,114,112.5,99.8,103.7,115.1,7991,9987195740,426037,420351,5685,5343,5342,1,9807,6486,3321,9700,6379,3321,9278,7610,1667,7159,6819,341,150.6,152,79.4,3285327,3324707,1259513,18386
2017. 11,694,29,115.2,118.1,100.8,102.3,114.3,8767,10471844630,429204,423041,6163,5817,5816,1,10761,7744,3017,10539,7522,3017,7594,6457,1137,4979,4670,309,196,197.1,133,3218739,3243738,1786021,18366
2017. 12,695,29,114.7,106.4,101.4,102.5,113.1,8416,10051478340,433072,424838,8234,7930,7352,578,12056,8216,3841,11184,7343,3841,8189,7112,1076,6730,6427,302,179.2,180.9,110.2,4001265,4060812,1589732,18659
2018. 01,696,29,121,111.8,100.6,104.3,118.6,9255,12022073410,437734,428599,9061,9773,9315,458,13741,10384,3358,12908,9551,3358,13769,9906,3863,8441,7849,593,195.2,196.5,139.2,3484120,3520309,1907309,18741
2018. 02,697,29,118.8,113.2,101.1,104.8,118.2,9127,10952366130,436686,427682,8951,9012,8698,314,13243,10127,3116,12666,9550,3116,14271,10818,3453,7164,6858,307,162.3,163.3,107.2,4578292,4625604,1855703,18400
2018. 03,698,29,113.2,114.3,100.3,101.2,113.6,9658,12329602200,436010,427922,8037,9125,8585,541,14299,11427,2872,13483,10611,2872,14971,11666,3306,10549,9802,748,188.1,190.1,111.1,3466555,3513176,1692476,18313
2018. 04,699,29,111.9,118.5,101.2,101.7,114.4,9965,12753219460,437062,428089,8922,7420,7281,139,16430,10944,5486,15771,10285,5486,15378,10944,4435,9378,8721,656,187.3,189.1,122.2,3436647,3479522,1859547,18183
2018. 05,700,29,115.9,114.3,101.6,105.8,115.8,10240,14621246800,437367,428887,8429,8493,8405,88,13049,10716,2333,12426,10093,2333,12745,9906,2839,8513,8276,237,183,184.2,134,3396625,3428902,2047701,18213
2018. 06,701,29,106.3,114.5,101.6,102,111.8,10020,13744108460,438565,429723,8791,6896,6831,66,14936,11144,3792,13874,10375,3499,13738,10301,3437,8152,7923,229,176.7,178.2,112.9,3356183,3393910,1760446,18246
2018. 07,702,29,105.9,121.1,101.4,100.4,110.9,10559,14805996300,438284,430011,8220,6808,6676,132,11578,9734,1844,11069,9226,1844,11860,9426,2434,7523,7271,252,190.5,192,131.8,3561487,3605182,1897334,18309
2018. 08,703,29,105.9,119.6,101.5,103.4,110.3,10747,16206008720,438015,429934,8023,6749,6606,143,10238,9057,1181,9433,8252,1181,10512,9120,1392,8028,7759,269,180.9,183,99.2,3415953,3462537,1599573,18393
2018. 09,704,29,100.9,117.1,101,97.6,108.7,10025,13682581710,436852,429473,7321,7096,7052,45,9505,7835,1670,9236,7566,1670,10668,8449,2219,6349,6146,202,155.4,156.7,105,3857421,3913654,1708740,18395
2018. 10,705,29,101.6,122.1,101.5,100.9,109.2,10524,16728378540,439584,430729,8796,8179,8167,12,12860,9378,3482,12626,9144,3482,10129,8128,2001,7273,7038,235,185.4,188,95.4,3403903,3454184,1663759,18634
2018. 11,706,29,101.9,114.4,102.2,100.8,107.2,10368,14940781590,440461,430879,9522,7172,7169,3,15860,13149,2711,14178,11467,2711,14983,13015,1968,6863,6758,105,190.9,193.4,97.9,3254485,3304028,1457783,18549
2018. 12,707,29,99.7,110.5,102.8,98.4,104.7,9931,13766216570,439698,430093,9545,6342,6284,57,10065,7849,2216,9348,7132,2216,10829,8574,2255,6695,6586,110,176.4,178.6,102.8,3848656,3912138,1746898,18730
2019. 01,708,29,100.2,111.2,99.7,99.2,102.2,11403,17395873600,441108,431458,9650,4186,4182,4,14957,11554,3403,14497,11094,3403,13486,10198,3288,6900,6565,334,192.3,194.3,118.2,4234551,4300845,1737071,18492
2019. 02,709,29,102.9,106.2,100.2,97.1,101.5,10721,15364227040,440897,431838,9059,5399,5347,52,11973,10027,1946,10775,8850,1924,12185,9645,2540,7369,7198,171,152.4,153.6,102,4096940,4150850,1769484,18281
2019. 03,710,29,103.1,109.4,100.7,102.1,103.4,11479,16264403260,443778,434912,8687,5188,4929,259,13984,11912,2073,13603,11573,2029,11282,8770,2512,8213,7727,486,179.1,180.5,116.2,3584753,3622591,1938814,18143
2019. 04,711,29,103.7,105.9,99.6,104.8,102.8,12106,18462535240,442190,434205,7604,4545,4532,14,13582,11019,2564,13319,10756,2564,15373,11636,3736,7062,6746,316,192.8,194.7,119.6,3453584,3495109,1859292,18336
2019. 05,712,29,100.2,110.1,100.1,101.4,101.8,12255,19559383310,442146,433649,8116,5367,5297,70,10961,8573,2388,10612,8224,2388,11005,9129,1876,7773,7482,292,186.2,187.8,117.3,3414069,3450610,1888255,18161
2019. 06,713,29,99.1,108.3,100.1,101.3,101.6,11850,17727731020,442113,433240,8494,5449,5272,177,12888,9168,3720,12705,8985,3720,12919,9623,3296,8079,7898,181,170.4,172,102.1,3433658,3475227,1642421,18102
2019. 07,714,29,98.4,108.1,100,102.6,102,12663,20482110070,439314,430040,8895,4966,4934,32,10250,7073,3177,10072,6895,3177,13049,10227,2822,8256,8070,185,193.1,194.5,137.3,3794579,3838371,1980397,18146
2019. 08,715,29,96.6,110.5,100,103.1,102.9,12460,20202727860,439632,429816,9435,4315,4312,3,10251,7296,2955,9791,6836,2955,9934,7536,2398,5655,5475,181,172,174,90.8,3512471,3561066,1463495,18138
2019. 09,716,29,104.5,112.7,100.2,107,109.3,12179,19391796250,438909,429611,8926,4836,4833,3,10421,8005,2417,10076,7660,2417,11136,8145,2991,7357,7248,109,163.8,165.4,97.9,4032323,4088247,1674254,18174
2019. 10,717,29,105,111.7,100.1,102.7,106.2,12204,20536792280,440343,430989,8803,5348,5288,59,11851,9048,2803,11383,8580,2803,10595,7518,3077,6488,6433,55,180.9,183.3,97.2,3519304,3570187,1767468,18194
2019. 11,718,29,102.7,107.9,100.7,99,103.5,11950,18536369050,439830,430348,8929,5106,5057,49,11676,8712,2964,11444,8480,2964,12191,9325,2865,7442,7222,220,180.8,183,102.7,3375845,3425544,1596755,18041
2019. 12,719,29,116.7,115.7,101.3,105.3,117.7,11687,18458877840,441693,432165,8967,5770,5720,50,11969,8685,3285,11817,8532,3285,10114,6894,3220,6304,6038,266,179.8,182.1,101.5,4156981,4228305,1726892,18369
2020. 01,720,29,108.2,107.9,100.3,102.5,106,12350,20610553580,442481,434403,7835,6102,5933,168,12219,8607,3612,11216,7648,3568,11114,7955,3159,4774,4532,242,170.2,171.6,111.3,4283633,4343367,1841528,18307
2020. 02,721,29,102.5,107,100.4,95.7,102,12388,19871170770,442007,434361,7378,6119,5942,177,12807,9635,3172,12039,8867,3172,13306,9544,3761,8038,7922,116,175.4,176.8,103.9,3798320,3835727,1961178,18021
2020. 03,722,29,104.5,110.8,100.1,102.1,108.3,12845,21367748180,442448,433565,8447,5755,5673,82,12205,8422,3783,11861,8150,3711,11932,9304,2628,7531,7374,157,190.2,191.5,118,3635375,3663143,2104773,17558
2020. 04,723,29,107.7,103.1,100.4,93.2,107,13372,22261616200,440345,431187,8561,4262,4144,118,11836,9406,2430,9923,7493,2430,14101,11726,2374,5913,5442,471,174.1,175,120.6,3553245,3576954,2190484,17207
2020. 05,724,29,101,84.8,100.1,81.6,95.1,14186,22893519640,437676,428224,8861,3664,3583,81,10870,7206,3664,10051,6388,3663,13533,10013,3520,5913,5745,168,161,162.1,105.9,3438868,3465899,1998143,16844
2020. 06,725,29,105.1,93.4,101.1,90,104.2,15621,25751932810,435193,425048,9560,4338,4260,79,10048,7104,2943,9192,6249,2943,12525,9834,2691,6606,6341,264,179.9,181.4,105.8,3497846,3532517,1849790,16434
2020. 07,726,29,106.2,107.3,101.4,94.2,110,16736,28872521350,433719,423762,9349,5622,5551,71,14557,7535,7022,11860,5523,6338,16055,8802,7252,6251,6126,125,188.5,190.2,110.2,3667421,3706578,1828744,16033
2020. 08,727,29,105.4,113.7,101.5,91.4,109.4,16849,27857929580,432120,422731,8695,6124,6050,74,12902,8542,4359,9930,6164,3766,14586,9576,5010,7359,6937,422,163.6,165,93.3,3486787,3522282,1718853,15810
2020. 09,728,29,109.1,109.9,101.7,94.8,110,17354,30681783250,430767,421338,8708,5192,5108,83,11885,8787,3098,9718,6895,2823,13265,10093,3172,6730,6455,275,177.1,178.8,92.7,3961251,4005103,1816873,15486
2020. 10,729,29,107.8,113.2,101.7,98.4,111.9,16607,27500973830,431762,420189,10684,5685,5500,185,13533,9227,4307,11183,7152,4032,12707,10374,2333,6351,6124,227,162.9,164.2,104.2,3506107,3539576,2008254,15200
2020. 11,730,29,113.3,114.5,102.1,99.5,114,15872,25968755890,430478,418669,10802,5961,5889,72,12087,6949,5138,11488,6352,5136,13489,8368,5122,6342,6178,164,179.1,180.9,105,3526766,3569325,1777507,14978
2020. 12,731,29,121.5,105.3,106.1,99.7,118.1,15295,26567452730,433528,420159,12312,5269,5043,226,14421,9213,5208,13329,8122,5208,11421,7703,3718,5798,5478,320,182.9,184.6,109.2,4217613,4268110,2029967,14816
2021. 01,732,29,115.3,122,104.8,96.2,117.9,15321,25610449020,434587,420946,12995,6153,6082,71,14709,10085,4625,14278,9653,4625,13240,8957,4282,6399,6046,353,173,174.5,114.3,3710894,3758771,1827033,14647
2021. 02,733,29,114.4,118.8,104.7,99.3,119.4,14899,24217688620,436055,422394,12824,7695,7597,98,12767,8517,4250,11812,7564,4248,11490,7074,4416,6251,5793,458,156.5,157.5,110.6,4325989,4373845,2127122,14333
2021. 03,734,29,114.9,122.5,104.9,95.7,117.7,15087,26732489350,437011,422692,13671,8641,8555,86,12835,9263,3572,12499,8935,3563,11690,8999,2691,7706,7255,452,187.7,189.2,125.3,3800819,3838268,2196852,14035
2021. 04,735,29,119.9,129.9,104.3,98.8,123.3,14479,24877602170,439089,423868,14501,8690,8633,57,16148,10593,5555,14955,9401,5555,14142,9515,4627,7784,7160,624,187.2,188.7,125,3674987,3710060,2246874,13697
2021. 05,736,29,116.5,122.7,104.2,98.5,120,13893,22964065010,438676,423478,14443,8204,8147,57,12102,8520,3582,11769,8193,3576,12549,8932,3617,8084,7656,428,168.1,169.1,125.4,3652331,3685681,2152972,13638
2021. 06,737,29,114.3,123.8,104,99.9,122,13865,23788997580,439193,422904,15582,7409,7312,97,13783,8861,4922,13241,8327,4913,13217,9423,3794,8292,7713,579,188.5,190,121.9,3701827,3737160,2093403,13458
2021. 07,738,29,117,121.3,103.5,99.6,121.1,13820,23277446290,439491,423425,15360,6975,6948,27,13301,9387,3915,12593,8692,3901,13003,8954,4049,8176,7589,586,187.2,188.7,126.3,3852345,3894602,2180714,13634
2021. 08,739,29,116.8,120.9,103.2,101.7,120.6,13614,23695946130,439891,422831,16352,7609,7549,61,13771,8659,5111,12813,7968,4844,13372,9300,4072,7209,6835,374,170.1,171.4,121.2,3724912,3762902,2243461,13564
2021. 09,740,29,116.5,115.5,103.2,101.1,119.3,13500,23605439980,441862,424255,16820,7775,7700,75,13117,8387,4730,12567,7842,4725,11225,7174,4051,6411,5613,798,163.1,164.2,116.8,4189693,4238589,2131459,13566
2021. 10,741,29,113.9,122.3,102.6,101.2,118.5,12775,22248806100,440159,423520,15859,8305,8272,33,12877,8034,4843,11202,6379,4822,14574,8819,5755,7480,6695,785,167.6,168.4,129.4,3693088,3724542,2355996,13534
2021. 11,742,29,112.9,126.8,102.4,103.4,119.4,12268,21104100020,441552,423691,17105,7822,7726,96,13739,8518,5221,13495,8281,5214,12321,8314,4007,6623,6006,617,185.6,187.5,117.9,3603410,3650772,1923724,13504
2021. 12,743,29,121.5,126.1,103.1,105.7,127,11838,20507081990,442924,422719,19288,9410,9254,156,13174,7414,5760,12906,7156,5751,11963,8405,3558,7138,6726,411,189.5,191.5,122.9,4439931,4506311,2247622,13500
2022. 01,744,29,117.9,122.3,102,107.9,122.9,12250,20980747590,445051,424892,19353,9052,8978,74,18940,11571,7369,17621,10296,7325,16703,9467,7236,7111,6530,581,171.9,174,99.7,4524303,4605037,1756844,13483
2022. 02,745,29,110.6,118,100.9,97.9,112.8,11881,19350594660,447639,427201,19701,8737,8423,314,12151,9109,3042,11246,8208,3037,9494,6846,2648,5808,5348,460,154.4,155.8,98.7,3959106,4012538,1823807,13503
2022. 03,746,29,112.2,109.6,101,97.7,112.6,12288,21454282740,446278,427978,17770,10001,9671,330,13143,8779,4365,12811,8454,4357,14298,7983,6315,7159,6498,661,178.7,181.2,96.7,3912195,3978039,1730728,13595
